City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Port Hardy,CA,2020-10-30 18:21:30,50.7,-127.42,48.2,76,40,8.05
275,Galle,LK,2020-10-30 18:21:30,6.04,80.22,79.5,84,65,7.52
276,Corralillo,CU,2020-10-30 18:21:30,22.98,-80.59,84.47,68,0,5.68
277,Bengkulu,ID,2020-10-30 18:21:30,-3.8,102.27,76.15,87,100,4.76
278,Rocha,UY,2020-10-30 18:16:48,-34.48,-54.33,59.49,59,6,11.39
279,Flinders,AU,2020-10-30 18:21:31,-34.58,150.86,63.0,93,98,1.01
280,Klaksvik,FO,2020-10-30 18:21:31,62.23,-6.59,46.4,81,34,21.92
281,Mogadishu,SO,2020-10-30 18:20:02,2.04,45.34,80.26,79,17,12.03
282,Lamont,US,2020-10-30 18:21:31,35.26,-118.91,70.0,22,1,4.0
283,Abonnema,NG,2020-10-30 18:21:31,4.71,6.79,80.22,82,68,6.04
284,Beringovskiy,RU,2020-10-30 18:21:32,63.05,179.32,25.3,82,1,6.64
285,Vila Velha,BR,2020-10-30 18:21:32,-20.33,-40.29,80.6,78,40,19.46
286,Kedrovka,RU,2020-10-30 18:21:32,55.53,86.05,32.0,97,90,13.42
287,Kalikino,RU,2020-10-30 18:21:06,52.95,39.83,42.8,100,90,4.47
288,Vasto,IT,2020-10-30 18:21:32,42.12,14.71,55.99,91,57,0.81
289,Ormara,PK,2020-10-30 18:17:03,25.21,64.64,77.83,59,0,10.13
290,Caconda,AO,2020-10-30 18:21:33,-13.73,15.07,64.09,89,100,5.19
291,Nouadhibou,MR,2020-10-30 18:21:33,20.93,-17.03,71.6,68,0,18.34
292,Sao Filipe,CV,2020-10-30 18:21:33,14.9,-24.5,83.93,53,58,17.38
293,Vila Franca Do Campo,PT,2020-10-30 18:21:34,37.72,-25.43,69.8,88,75,17.22
294,Pochutla,MX,2020-10-30 18:17:28,15.74,-96.47,86.0,70,40,3.29
295,Bereda,ES,2020-10-30 18:21:34,43.27,-7.54,55.0,89,0,3.0
296,Burnie,AU,2020-10-30 18:21:34,-41.07,145.92,51.01,86,38,1.01
297,Umm Lajj,SA,2020-10-30 18:21:34,25.02,37.27,78.58,64,0,1.74
298,Havelock,US,2020-10-30 18:21:35,34.88,-76.9,68.0,55,75,18.34
299,Ganzhou,CN,2020-10-30 18:21:35,28.82,115.43,63.86,74,89,4.74
300,Johnstown,US,2020-10-30 18:19:04,40.33,-78.92,42.01,93,90,6.93
301,Virginia Beach,US,2020-10-30 18:17:56,36.85,-75.98,59.0,72,95,1.01
302,Sitka,US,2020-10-30 18:21:35,57.05,-135.33,39.2,93,90,6.93
303,Awbari,LY,2020-10-30 18:21:36,26.59,12.78,67.95,40,0,10.85
304,Marsh Harbour,BS,2020-10-30 18:19:38,26.54,-77.06,82.72,73,15,8.86
305,Kalmar,SE,2020-10-30 18:21:36,56.66,16.36,42.8,100,90,3.36
306,Nyurba,RU,2020-10-30 18:21:37,63.28,118.33,-3.1,91,75,4.23
307,Mariinsk,RU,2020-10-30 18:21:37,56.21,87.75,29.66,99,100,4.45
308,Jiuquan,CN,2020-10-30 18:21:37,39.74,98.52,35.82,73,0,5.06
309,Arlit,NE,2020-10-30 18:21:37,18.74,7.39,85.57,13,0,18.5
310,Nelson Bay,AU,2020-10-30 18:21:38,-32.72,152.15,66.0,88,49,5.82
311,Techiman,GH,2020-10-30 18:21:38,7.59,-1.94,78.66,68,71,2.73
312,Umba,RU,2020-10-30 18:21:38,66.69,34.34,32.45,93,0,8.5
313,Ingham,US,2020-10-30 18:21:38,42.6,-84.38,39.2,51,90,5.82
314,Xining,CN,2020-10-30 18:21:39,36.62,101.77,34.47,82,80,3.24
315,Qianan,CN,2020-10-30 18:21:39,44.99,124.06,45.95,50,100,17.54
316,Kyra,RU,2020-10-30 18:21:39,49.58,111.98,31.6,97,100,5.26
317,Henties Bay,NA,2020-10-30 18:17:19,-22.12,14.28,57.99,82,18,9.17
318,Bosaso,SO,2020-10-30 18:21:39,11.28,49.18,81.34,74,18,4.09
319,Krasnoselkup,RU,2020-10-30 18:21:39,65.7,82.47,8.47,95,100,12.71
320,Luderitz,NA,2020-10-30 18:21:40,-26.65,15.16,63.75,48,73,30.56
321,Mareeba,AU,2020-10-30 18:21:40,-17.0,145.43,75.2,83,90,2.24
322,Mitsamiouli,KM,2020-10-30 18:21:40,-11.38,43.28,79.07,75,39,9.48
323,Riyadh,SA,2020-10-30 18:20:28,24.69,46.72,73.4,33,0,3.36
324,Antsohihy,MG,2020-10-30 18:21:41,-14.88,47.99,76.26,44,74,14.27
325,Yeppoon,AU,2020-10-30 18:18:10,-23.13,150.73,71.6,88,0,14.25
326,Poum,NC,2020-10-30 18:21:41,-20.23,164.02,77.14,80,60,17.09
327,Asekeyevo,RU,2020-10-30 18:21:41,53.57,52.8,36.97,80,94,7.4
328,Beipiao,CN,2020-10-30 18:21:42,41.79,120.78,48.16,50,100,11.3
329,Totoral,PE,2020-10-30 18:21:42,-17.41,-70.36,67.66,28,12,11.01
330,Charters Towers,AU,2020-10-30 18:21:42,-20.1,146.27,70.23,88,0,7.85
331,Ancud,CL,2020-10-30 18:21:42,-41.87,-73.82,63.0,59,0,6.93
332,Boyolangu,ID,2020-10-30 18:21:43,-8.12,111.89,75.58,87,94,1.48
333,Mayna,RU,2020-10-30 18:21:43,54.11,47.62,37.36,82,98,7.34
334,Puerto Escondido,MX,2020-10-30 18:21:23,15.85,-97.07,82.4,69,75,8.05
335,Lishu,CN,2020-10-30 18:21:43,43.3,124.33,45.39,53,94,14.52
336,Sortavala,RU,2020-10-30 18:21:44,61.71,30.69,43.48,86,82,5.41
337,Nicoya,CR,2020-10-30 18:21:44,10.15,-85.45,86.0,74,40,10.29
338,Grindavik,IS,2020-10-30 18:21:44,63.84,-22.43,41.0,80,75,18.34
339,Kieta,PG,2020-10-30 18:17:06,-6.22,155.63,76.98,82,100,3.13
340,Manassas,US,2020-10-30 18:21:45,38.75,-77.48,55.99,66,90,14.99
341,Dalbandin,PK,2020-10-30 18:21:45,28.89,64.41,54.57,33,0,1.83
342,Milas,TR,2020-10-30 18:21:46,37.32,27.78,62.6,88,20,2.24
343,Dawlatabad,AF,2020-10-30 18:21:46,36.41,64.91,41.94,63,0,1.7
344,Kijang,KR,2020-10-30 18:21:46,35.24,129.21,53.6,66,20,10.29
345,Tokur,RU,2020-10-30 18:21:46,53.13,132.9,24.78,94,100,2.35
346,Nyul,HU,2020-10-30 18:21:47,47.59,17.69,53.6,93,90,9.17
347,La Ronge,CA,2020-10-30 18:21:47,55.1,-105.28,24.8,68,100,14.99
348,Giyani,ZA,2020-10-30 18:21:47,-23.3,30.72,80.65,28,0,8.86
349,Atyrau,KZ,2020-10-30 18:21:48,47.12,51.88,51.8,37,0,22.37
350,Muhos,FI,2020-10-30 18:21:48,64.81,25.99,30.2,86,0,2.24
351,Upata,VE,2020-10-30 18:21:48,8.01,-62.4,87.51,60,67,5.84
352,Staritsa,RU,2020-10-30 18:21:48,56.51,34.94,42.67,89,100,3.22
353,Narsaq,GL,2020-10-30 18:21:49,60.92,-46.05,30.2,63,75,1.12
354,Kiruna,SE,2020-10-30 18:21:49,67.86,20.23,12.2,92,0,8.05
355,Ust-Koksa,RU,2020-10-30 18:21:49,50.27,85.61,22.57,90,98,1.63
356,Vostok,RU,2020-10-30 18:21:49,46.49,135.88,25.34,99,89,4.21
357,Mahon,ES,2020-10-30 18:21:50,39.89,4.27,62.6,82,0,2.24
358,Araouane,ML,2020-10-30 18:21:50,18.9,-3.53,90.61,11,30,6.53
359,Gornopravdinsk,RU,2020-10-30 18:21:50,60.05,69.9,33.66,96,100,9.33
360,Pevek,RU,2020-10-30 18:21:50,69.7,170.31,22.14,93,85,5.41
361,Labuhan,ID,2020-10-30 18:21:51,-6.88,112.21,79.45,81,95,9.08
362,Fairbanks,US,2020-10-30 18:21:12,64.84,-147.72,10.4,92,90,1.99
363,Maliq,AL,2020-10-30 18:21:51,40.71,20.7,49.17,81,43,3.38
364,Muros,ES,2020-10-30 18:21:52,42.78,-9.06,62.01,80,73,1.01
365,Gladstone,AU,2020-10-30 18:21:52,-23.85,151.25,75.2,78,75,10.29
366,Turangi,NZ,2020-10-30 18:21:52,-39.0,175.93,51.28,93,99,5.14
367,Lagoa,PT,2020-10-30 18:21:52,39.05,-27.98,68.9,89,100,28.03
368,Karabash,RU,2020-10-30 18:21:52,55.48,60.22,33.84,84,33,3.31
369,Turayf,SA,2020-10-30 18:17:12,31.67,38.66,69.8,22,0,9.17
370,Takhli,TH,2020-10-30 18:21:53,15.26,100.34,80.01,90,96,4.59
371,Puerto Padre,CU,2020-10-30 18:21:53,21.2,-76.6,89.6,59,75,10.29
372,Atar,MR,2020-10-30 18:21:53,20.52,-13.05,93.02,12,75,7.25
373,Keti Bandar,PK,2020-10-30 18:21:53,24.14,67.45,79.88,60,0,6.96
374,Monticello,US,2020-10-30 18:21:54,45.31,-93.79,42.01,60,90,7.78
375,Keetmanshoop,NA,2020-10-30 18:21:54,-26.58,18.13,78.71,24,66,14.79
376,Teahupoo,PF,2020-10-30 18:21:54,-17.83,-149.27,84.0,69,40,3.36
377,Zheleznodorozhnyy,RU,2020-10-30 18:21:54,55.75,38.0,41.0,93,75,4.47
378,Barra Patuca,HN,2020-10-30 18:21:55,15.8,-84.28,85.64,67,81,6.06
379,Opuwo,NA,2020-10-30 18:21:55,-18.06,13.84,82.98,33,78,6.85
380,Zhigansk,RU,2020-10-30 18:21:55,66.77,123.37,-15.14,89,82,1.52
381,Elban,RU,2020-10-30 18:21:55,50.1,136.51,33.12,93,95,6.89
382,Malaut,IN,2020-10-30 18:21:55,30.22,74.48,67.86,24,0,3.62
383,Svogerslev,DK,2020-10-30 18:21:56,55.63,12.01,50.0,100,99,14.99
384,Sioux Lookout,CA,2020-10-30 18:21:56,50.1,-91.92,28.4,79,90,10.29
385,Paamiut,GL,2020-10-30 18:21:56,61.99,-49.67,26.38,84,100,9.71
386,Kavali,IN,2020-10-30 18:21:56,14.92,79.98,79.72,69,0,6.71
387,Pierre,US,2020-10-30 18:21:56,44.37,-100.35,33.8,88,90,6.93
388,Wicklow,IE,2020-10-30 18:21:57,53.0,-6.42,42.8,87,0,6.93
389,Qasigiannguit,GL,2020-10-30 18:21:57,68.82,-51.19,19.4,67,75,2.24
390,Talnakh,RU,2020-10-30 18:21:57,69.49,88.4,12.2,78,99,24.61
391,Tam Ky,VN,2020-10-30 18:21:58,15.57,108.48,80.6,88,40,5.82
392,Tura,IN,2020-10-30 18:21:58,25.52,90.22,73.74,79,8,4.25
393,Hope,US,2020-10-30 18:21:58,33.67,-93.59,61.0,44,0,4.0
394,Les Cayes,HT,2020-10-30 18:21:58,18.2,-73.75,85.75,64,27,5.37
395,Usinsk,RU,2020-10-30 18:21:58,65.99,57.53,38.98,95,100,18.1
396,Warmbad,NA,2020-10-30 18:21:59,-28.45,18.73,72.23,22,78,7.27
397,Terenos,BR,2020-10-30 18:21:59,-20.44,-54.86,73.4,73,75,10.29
398,Constitucion,CL,2020-10-30 18:21:59,-35.33,-72.42,68.04,51,0,6.2
399,Avera,US,2020-10-30 18:21:59,33.19,-82.53,69.8,52,1,6.93
400,Udachnyy,RU,2020-10-30 18:21:59,66.42,112.4,-0.4,91,0,2.39
401,Taltal,CL,2020-10-30 18:22:00,-25.4,-70.48,63.9,55,11,6.15
402,Yar-Sale,RU,2020-10-30 18:22:00,66.83,70.83,30.09,98,97,10.0
403,Karratha,AU,2020-10-30 18:17:52,-20.74,116.85,74.28,65,0,6.44
404,Lorengau,PG,2020-10-30 18:17:40,-2.02,147.27,80.73,75,100,3.18
405,Vieques,PR,2020-10-30 18:22:01,18.43,-65.83,89.6,62,40,21.92
406,Nakamura,JP,2020-10-30 18:22:01,32.98,132.93,49.17,79,4,3.29
407,Pacific Grove,US,2020-10-30 18:21:24,36.62,-121.92,62.6,81,1,6.93
408,Petropavlovka,RU,2020-10-30 18:22:01,50.61,105.32,25.77,90,23,3.27
409,Richards Bay,ZA,2020-10-30 18:22:01,-28.78,32.04,69.42,82,87,17.02
410,Nizwa,OM,2020-10-30 18:22:02,22.93,57.53,68.2,37,0,4.29
411,Venice,US,2020-10-30 18:18:19,27.1,-82.45,79.0,65,1,14.99
412,Bambanglipuro,ID,2020-10-30 18:22:02,-7.95,110.28,78.17,86,97,2.62
413,Port Said,EG,2020-10-30 18:22:02,31.26,32.28,77.0,69,40,17.22
414,Tanda,IN,2020-10-30 18:18:18,26.55,82.65,74.03,44,0,6.31
415,Simpang,ID,2020-10-30 18:22:03,-1.27,104.08,75.76,89,70,0.94
416,Darhan,MN,2020-10-30 18:22:03,49.49,105.92,29.26,94,48,3.49
417,San Nicolas,PH,2020-10-30 18:22:03,18.17,120.6,78.8,74,20,5.82
418,Ust-Kuyga,RU,2020-10-30 18:22:04,70.02,135.6,3.04,92,100,1.45
419,Rochefort,FR,2020-10-30 18:22:04,45.92,-1.0,57.2,87,0,5.82
420,Pastos Bons,BR,2020-10-30 18:22:04,-6.6,-44.08,98.42,32,84,1.81
421,Mandalgovi,MN,2020-10-30 18:22:04,45.76,106.27,26.06,76,0,14.99
422,Paraiso,CR,2020-10-30 18:22:05,9.84,-83.87,78.8,65,75,5.82
423,Nador,MA,2020-10-30 18:22:05,35.17,-2.93,66.2,82,40,2.24
424,Bugene,TZ,2020-10-30 18:22:05,-1.59,31.14,59.99,100,70,2.77
425,Tombouctou,ML,2020-10-30 18:22:05,20.0,-3.0,89.91,12,75,5.77
426,Aswan,EG,2020-10-30 18:22:05,24.09,32.91,84.61,14,0,8.39
427,Tazovskiy,RU,2020-10-30 18:22:06,67.47,78.7,11.43,96,96,14.74
428,Cassilandia,BR,2020-10-30 18:22:06,-19.11,-51.73,86.25,58,70,1.21
429,Almaznyy,RU,2020-10-30 18:22:06,48.04,40.05,57.2,87,0,4.23
430,Baghdad,IQ,2020-10-30 18:20:07,33.34,44.4,69.8,35,4,3.36
431,Beeville,US,2020-10-30 18:18:16,28.4,-97.75,68.0,46,0,3.0
432,Berea,US,2020-10-30 18:22:07,41.37,-81.85,45.0,79,75,17.22
433,Tayoltita,MX,2020-10-30 18:22:07,24.08,-105.93,89.6,25,64,1.99
434,Palmer,US,2020-10-30 18:22:07,42.16,-72.33,34.0,94,90,9.17
435,Sinnamary,GF,2020-10-30 18:22:07,5.38,-52.95,87.3,62,29,13.09
436,Kotido,UG,2020-10-30 18:22:08,2.98,34.13,77.52,48,100,7.58
437,Zabaykalsk,RU,2020-10-30 18:22:08,49.63,117.32,31.6,89,100,13.44
438,Pangody,RU,2020-10-30 18:22:08,65.85,74.49,23.52,98,99,9.22
439,Zhanaozen,KZ,2020-10-30 18:22:08,43.3,52.8,50.7,40,0,19.15
440,Derzhavinsk,KZ,2020-10-30 18:22:08,51.1,66.32,34.65,83,64,2.51
441,Whitianga,NZ,2020-10-30 18:22:09,-36.83,175.7,64.0,90,99,5.01
442,Prince Rupert,CA,2020-10-30 18:22:09,54.32,-130.32,50.0,70,20,3.36
443,Uvinza,TZ,2020-10-30 18:22:09,-5.1,30.39,69.71,78,74,2.91
444,Kamenka,RU,2020-10-30 18:22:09,51.32,42.77,45.5,84,100,10.45
445,Kozhva,RU,2020-10-30 18:22:09,65.11,57.05,39.06,94,100,12.06
446,Quatre Cocos,MU,2020-10-30 18:22:09,-20.21,57.76,69.8,52,40,13.87
447,Argelia,CO,2020-10-30 18:22:10,2.26,-77.25,73.94,73,88,0.96
448,Chumikan,RU,2020-10-30 18:22:10,54.72,135.31,34.14,89,100,10.85
449,Mongoumba,CF,2020-10-30 18:22:10,3.64,18.59,74.14,90,2,2.98
450,Trat,TH,2020-10-30 18:22:10,12.5,102.5,75.43,92,100,2.08
451,Nacala,MZ,2020-10-30 18:22:10,-14.54,40.67,78.46,73,0,5.28
452,Shahreza,IR,2020-10-30 18:22:10,32.03,51.88,46.76,48,11,3.09
453,Shiyan,CN,2020-10-30 18:22:11,32.65,110.78,57.88,86,99,2.48
454,Guazapa,SV,2020-10-30 18:22:11,13.88,-89.17,84.2,62,40,6.93
455,Santa Marta,CO,2020-10-30 18:21:55,11.24,-74.2,89.01,73,51,1.01
456,Touros,BR,2020-10-30 18:22:11,-5.2,-35.46,86.0,58,20,13.87
457,Moree,AU,2020-10-30 18:22:12,-29.47,149.85,60.8,41,84,7.18
458,Along,IN,2020-10-30 18:22:12,28.17,94.77,63.57,57,0,2.17
459,Portland,US,2020-10-30 18:20:55,45.52,-122.68,53.01,87,75,2.59
460,Cotonou,BJ,2020-10-30 18:22:12,6.37,2.42,82.4,83,20,9.17
461,Hamilton,US,2020-10-30 18:22:12,39.18,-84.53,48.99,61,75,9.17
462,Ornskoldsvik,SE,2020-10-30 18:22:12,63.29,18.72,35.6,93,97,3.36
463,Campbell River,CA,2020-10-30 18:22:13,50.02,-125.24,50.0,66,40,13.87
464,Chapais,CA,2020-10-30 18:17:40,49.78,-74.85,17.6,85,90,4.7
465,Farafangana,MG,2020-10-30 18:22:13,-22.82,47.83,68.54,77,16,9.64
466,Ambilobe,MG,2020-10-30 18:22:13,-13.2,49.05,75.16,64,27,7.27
467,Zeya,RU,2020-10-30 18:22:13,53.75,127.27,26.58,95,96,4.29
468,Windsor,CA,2020-10-30 18:22:14,42.3,-83.02,41.0,51,90,17.22
469,Kambove,CD,2020-10-30 18:22:14,-10.88,26.6,69.22,49,38,1.39
470,Pirgos,GR,2020-10-30 18:22:44,35.12,25.72,68.0,71,23,4.0
471,Presidencia Roque Saenz Pena,AR,2020-10-30 18:22:44,-26.79,-60.44,80.01,29,58,8.99
472,Lavrentiya,RU,2020-10-30 18:22:44,65.58,-171.0,21.7,86,87,7.31
473,Liku,ID,2020-10-30 18:22:44,-0.73,119.89,74.89,81,29,2.68
474,Pasighat,IN,2020-10-30 18:22:45,28.07,95.33,71.55,46,1,3.67
475,Barcelos,PT,2020-10-30 18:17:47,41.54,-8.62,64.0,72,0,4.7
476,Limon,CR,2020-10-30 18:22:45,10.0,-83.03,86.0,70,20,11.41
477,Te Anau,NZ,2020-10-30 18:22:45,-45.42,167.72,53.33,93,100,0.45
478,Mangrol,IN,2020-10-30 18:22:46,21.12,70.12,80.64,61,8,4.43
479,Noyabrsk,RU,2020-10-30 18:22:46,63.2,75.45,28.72,99,100,7.92
480,Verkhnevilyuysk,RU,2020-10-30 18:22:46,63.45,120.32,-7.62,91,61,2.1
481,Sawtell,AU,2020-10-30 18:22:47,-30.38,153.1,71.6,88,90,10.29
482,Itoman,JP,2020-10-30 18:22:47,26.12,127.67,73.4,69,40,12.75
483,Boende,CD,2020-10-30 18:22:47,-0.22,20.87,72.3,89,49,1.07
484,Havoysund,NO,2020-10-30 18:22:47,71.0,24.66,35.6,59,75,9.17
485,Namtsy,RU,2020-10-30 18:22:48,62.72,129.67,-20.2,75,40,6.71
486,Muncar,ID,2020-10-30 18:22:48,-8.43,114.33,77.47,88,95,2.06
487,Bathsheba,BB,2020-10-30 18:22:48,13.22,-59.52,82.4,78,75,20.8
488,Lasa,IT,2020-10-30 18:22:48,46.62,10.7,48.99,51,5,3.36
489,Port Augusta,AU,2020-10-30 18:22:49,-32.5,137.77,59.0,82,90,12.75
490,Birin,NP,2020-10-30 18:22:49,26.89,88.07,64.4,93,5,1.12
491,Pingliang,CN,2020-10-30 18:22:49,35.54,106.69,43.2,58,81,14.61
492,Hualmay,PE,2020-10-30 18:22:50,-11.1,-77.61,68.67,68,100,8.16
493,Evensk,RU,2020-10-30 18:22:50,61.95,159.23,23.61,95,99,3.87
494,Tonantins,BR,2020-10-30 18:22:50,-2.87,-67.8,97.95,42,5,4.21
495,Ilulissat,GL,2020-10-30 18:22:51,69.22,-51.1,19.4,67,75,2.24
496,Mount Isa,AU,2020-10-30 18:22:51,-20.73,139.5,68.0,22,0,11.41
497,Soyo,AO,2020-10-30 18:22:51,-6.13,12.37,77.92,84,36,8.66
498,Ilhabela,BR,2020-10-30 18:22:52,-23.78,-45.36,68.47,89,100,10.4
499,Ventspils,LV,2020-10-30 18:22:52,57.39,21.56,42.8,100,20,1.12
500,Ust-Nera,RU,2020-10-30 18:22:52,64.57,143.2,-4.88,84,88,0.43
501,Nishihara,JP,2020-10-30 18:22:53,26.18,127.76,73.4,64,5,5.82
502,Davila,PH,2020-10-30 18:22:53,18.47,120.58,78.8,74,20,5.82
503,Dovers,VC,2020-10-30 18:22:53,12.88,-61.18,80.6,88,75,11.41
504,Asau,RO,2020-10-30 18:22:53,46.43,26.4,44.01,96,100,0.81
505,Emerald,AU,2020-10-30 18:22:54,-23.53,148.17,68.0,77,14,1.12
506,Forbes,AU,2020-10-30 18:22:54,-33.38,148.02,55.0,92,8,4.12
507,Solone,UA,2020-10-30 18:22:54,48.21,34.87,50.0,81,90,6.71
508,Saint-Leu,RE,2020-10-30 18:22:54,-21.15,55.28,69.8,68,75,17.22
509,Grand-Santi,GF,2020-10-30 18:22:55,4.25,-54.38,99.93,28,3,5.03
510,Severnyy,RU,2020-10-30 18:22:55,50.68,36.55,46.4,87,90,2.24
511,Mulege,MX,2020-10-30 18:22:55,26.88,-111.98,80.06,28,25,4.94
512,Peterhead,GB,2020-10-30 18:22:55,57.51,-1.8,43.0,81,71,8.05
513,Okakarara,NA,2020-10-30 18:22:56,-20.58,17.43,74.88,48,84,6.17
514,Brownsville,US,2020-10-30 18:21:34,25.9,-97.5,73.4,49,75,11.41
515,Nabire,ID,2020-10-30 18:22:56,-3.37,135.48,75.0,88,100,4.99
516,Buraydah,SA,2020-10-30 18:22:57,26.33,43.98,71.6,26,0,4.7
517,Nanortalik,GL,2020-10-30 18:18:24,60.14,-45.24,29.7,92,99,4.54
518,Taikang,CN,2020-10-30 18:22:57,46.83,124.42,43.2,58,100,17.49
519,Show Low,US,2020-10-30 18:22:57,34.25,-110.03,62.01,29,1,5.82
520,Divnogorsk,RU,2020-10-30 18:22:57,55.96,92.36,28.4,92,75,11.18
521,Champerico,GT,2020-10-30 18:22:58,14.3,-91.92,89.6,55,40,6.93
522,Hispania,CO,2020-10-30 18:22:58,5.8,-75.91,75.2,53,40,9.17
523,Adrar,MR,2020-10-30 18:22:58,20.5,-10.07,89.96,13,94,5.55
524,Oriximina,BR,2020-10-30 18:22:58,-1.77,-55.87,96.06,41,99,5.59
525,Tonbridge,GB,2020-10-30 18:22:59,51.19,0.28,57.99,97,98,4.0
526,Kamloops,CA,2020-10-30 18:21:16,50.67,-120.32,50.0,71,75,2.24
527,Straseni,MD,2020-10-30 18:22:59,47.14,28.61,51.8,93,90,11.41
528,Zamosc,PL,2020-10-30 18:22:59,50.72,23.25,46.4,100,0,4.7
529,Tha Maka,TH,2020-10-30 18:23:00,13.9,99.77,78.01,79,76,4.18
530,Marsabit,KE,2020-10-30 18:23:00,2.33,37.99,69.64,75,81,15.73
531,Mudgal,IN,2020-10-30 18:23:00,16.02,76.43,73.04,66,47,5.41
532,Comodoro Rivadavia,AR,2020-10-30 18:19:22,-45.87,-67.5,73.4,33,0,12.75
533,Sorkjosen,NO,2020-10-30 18:23:01,69.8,20.93,32.0,91,75,13.87
534,Belo Oriente,BR,2020-10-30 18:23:01,-19.22,-42.48,71.6,78,90,5.82
535,Siirt,TR,2020-10-30 18:23:01,37.93,41.94,63.99,27,91,3.51
536,Kargasok,RU,2020-10-30 18:23:01,59.06,80.86,25.0,98,100,4.0
537,Southbridge,US,2020-10-30 18:23:02,42.08,-72.03,30.99,97,100,9.69
538,Rapid Valley,US,2020-10-30 18:23:02,44.06,-103.15,66.0,38,1,16.11
539,Miyako,JP,2020-10-30 18:23:02,39.64,141.95,45.81,75,1,7.36
540,Chernyshevskiy,RU,2020-10-30 18:23:03,63.01,112.47,0.41,91,99,6.82
541,Saint-Francois,FR,2020-10-30 18:23:03,46.42,3.91,55.0,87,0,2.24
542,Makat,KZ,2020-10-30 18:23:03,47.65,53.35,52.56,43,100,21.81
543,Kolobrzeg,PL,2020-10-30 18:23:04,54.18,15.58,46.0,99,100,7.36
544,Kuala Terengganu,MY,2020-10-30 18:23:04,5.33,103.14,80.6,94,40,1.12
545,Sur,OM,2020-10-30 18:23:04,22.57,59.53,74.1,63,0,4.36
546,Coihaique,CL,2020-10-30 18:23:04,-45.58,-72.07,69.8,37,0,5.82
547,Alofi,NU,2020-10-30 18:23:05,-19.06,-169.92,73.4,94,41,13.87
548,Key Largo,US,2020-10-30 18:23:05,25.09,-80.45,88.0,1,14,1.99
549,Port Blair,IN,2020-10-30 18:23:05,11.67,92.75,80.6,84,78,9.84
550,Tukrah,LY,2020-10-30 18:23:05,32.53,20.58,69.66,60,17,9.4
